species	gff_upmost_parent	gene_name	aliases	feature_type	description	Scerevisiae_orthologs	start	end	gene_length	chromosome	orthofinder_orthocluster	GOterms	GOterms_cgdCurated
Candida_glabrata	CAGL0K09790g		CAGL-IPF3178|CAGL-CDS1933.1|CAG61607.1	ORF|Uncharacterized	Ortholog(s) have actin binding, adenylate cyclase binding activity	SRV2	956810	958897	2087	ChrK_C_glabrata_CBS138	OG0002583	{'GO:0036168', 'GO:1900442', 'GO:0034605', 'GO:0030836', 'GO:0045761', 'GO:0035838', 'GO:0008179', 'GO:0003779', 'GO:0036244', 'GO:0007010', 'GO:0007265', 'GO:0036187', 'GO:0007015', 'GO:0030042', 'GO:0036178', 'GO:0000902', 'GO:0051014', 'GO:1900433', 'GO:0019933', 'GO:0000935', 'GO:0031138', 'GO:0035690', 'GO:0009405', 'GO:0036180', 'GO:0030479'}	{'GO:0036168', 'GO:1900442', 'GO:0034605', 'GO:0030836', 'GO:0045761', 'GO:0035838', 'GO:0008179', 'GO:0003779', 'GO:0036244', 'GO:0007265', 'GO:0036187', 'GO:0030042', 'GO:0036178', 'GO:0000902', 'GO:0051014', 'GO:1900433', 'GO:0019933', 'GO:0000935', 'GO:0031138', 'GO:0035690', 'GO:0009405', 'GO:0036180', 'GO:0030479'}
Candida_glabrata	CAGL0K09812g		CAGL-IPF3179|CAGL-CDS3259.1|CAG61608.1	ORF|Uncharacterized	Has domain(s) with predicted nucleic acid binding, nucleotide binding activity		958743	960523	1780	ChrK_C_glabrata_CBS138	OG0005594	{'GO:0005575', 'GO:0003676', 'GO:0000166', 'GO:0008150'}	{'GO:0005575', 'GO:0000166', 'GO:0003676', 'GO:0008150'}
Candida_glabrata	CAGL0K09823g		CAR58055.1	ORF|Uncharacterized	Ortholog(s) have role in spliceosomal complex assembly and U2 snRNP localization	YSF3	960272	960475	203	ChrK_C_glabrata_CBS138	OG0007009	{'GO:0000245', 'GO:0005686', 'GO:0003674'}	{'GO:0000245', 'GO:0005686', 'GO:0003674'}
Candida_glabrata	CAGL0K09834g		CAGL-IPF3181|CAGL-CDS0178.1|CAG61609.1	ORF|Uncharacterized	Ortholog(s) have role in response to salt stress	NST1	960677	965009	4332	ChrK_C_glabrata_CBS138	OG0002557	{'GO:0009651', 'GO:0003674', 'GO:0005575'}	{'GO:0009651', 'GO:0003674', 'GO:0005575'}
Candida_glabrata	CAGL0K09856g		CAGL-IPF3182|CAGL-CDS2746.1|CAG61610.1	ORF|Uncharacterized	Ortholog(s) have S-adenosylmethionine-dependent methyltransferase activity and role in protein methylation	YNL092W	965198	966491	1293	ChrK_C_glabrata_CBS138	OG0002765	{'GO:0005575', 'GO:0006479', 'GO:0008757'}	{'GO:0005575', 'GO:0006479', 'GO:0008757'}
Candida_glabrata	CAGL0K09878g		CAGL-IPF3183|CAGL-CDS1346.1|CAG61611.1	ORF|Uncharacterized	Ortholog(s) have phosphatidate phosphatase activity, role in cellular lipid metabolic process and actin cortical patch localization	APP1	966631	968951	2320	ChrK_C_glabrata_CBS138	OG0002325	{'GO:0044255', 'GO:0030479', 'GO:0008195'}	{'GO:0044255', 'GO:0030479', 'GO:0008195'}
Candida_glabrata	CAGL0K09900g	HAP5	CAGL-IPF3185|CAGL-CDS4440.1|CAG61612.1	ORF|Verified	Component of CCAAT-binding factor complex that functions as transcription factor; regulates expression of respiratory genes and genes involved in iron homeostasis	HAP5	969061	969843	782	ChrK_C_glabrata_CBS138	OG0002097	{'GO:1900445', 'GO:0043619', 'GO:0071280', 'GO:0034605', 'GO:1900436', 'GO:0003700', 'GO:0006879', 'GO:0016602', 'GO:0000978', 'GO:0036244', 'GO:0006355', 'GO:0043457', 'GO:0003677', 'GO:0046982', 'GO:0071469', 'GO:0000436', 'GO:0036171', 'GO:1900441', 'GO:0035690', 'GO:0006109', 'GO:0033217'}	{'GO:1900445', 'GO:0036244', 'GO:0043619', 'GO:0071280', 'GO:0034605', 'GO:1900436', 'GO:0036171', 'GO:1900441', 'GO:0035690', 'GO:0003700', 'GO:0071469', 'GO:0006109', 'GO:0003677', 'GO:0043457', 'GO:0006879', 'GO:0016602', 'GO:0046982', 'GO:0000436', 'GO:0000978', 'GO:0033217'}
Candida_glabrata	CAGL0K09922g		CAGL-IPF3189|CAGL-CDS1768.1|CAG61613.1	ORF|Uncharacterized	Ortholog(s) have RNA binding, flap-structured DNA binding activity, role in nuclear-transcribed mRNA poly(A) tail shortening, positive regulation of endodeoxyribonuclease activity and P-body, cytosol, nucleus localization	VTS1	970151	972143	1992	ChrK_C_glabrata_CBS138	OG0001307	{'GO:0005829', 'GO:0003729', 'GO:0000289', 'GO:0005634', 'GO:0043488', 'GO:0005515', 'GO:0003723', 'GO:0070336', 'GO:0032079', 'GO:0000932'}	{'GO:0005829', 'GO:0000289', 'GO:0005634', 'GO:0003723', 'GO:0070336', 'GO:0032079', 'GO:0000932'}
Candida_glabrata	CAGL0K09944g	PDE2	CAGL-IPF3191|CAGL-CDS1635.1|CAG61614.1	ORF|Uncharacterized	Ortholog(s) have 3',5'-cyclic-AMP phosphodiesterase activity	PDE2	972196	974221	2025	ChrK_C_glabrata_CBS138	OG0002174	{'GO:0036168', 'GO:0043709', 'GO:0036170', 'GO:0048869', 'GO:0004114', 'GO:0044406', 'GO:0022604', 'GO:0005575', 'GO:0007165', 'GO:0031505', 'GO:0071244', 'GO:0004115', 'GO:1900435', 'GO:0009267', 'GO:0036178', 'GO:0019933', 'GO:0008081', 'GO:0036164', 'GO:0007009', 'GO:0009405', 'GO:1900240', 'GO:0036180', 'GO:1900432'}	{'GO:0036168', 'GO:0043709', 'GO:0009267', 'GO:0036178', 'GO:0036170', 'GO:0036180', 'GO:0036164', 'GO:0007009', 'GO:0044406', 'GO:0009405', 'GO:0022604', 'GO:1900240', 'GO:0005575', 'GO:0048869', 'GO:0031505', 'GO:0071244', 'GO:0004115', 'GO:1900432', 'GO:1900435', 'GO:0019933'}
Candida_glabrata	CAGL0K09966g	PRT1	CAGL-IPF3193|CAGL-CDS1029.1|CAG61615.1	ORF|Uncharacterized	Translation initiation factor eIF3 subunit	PRT1	974342	977121	2779	ChrK_C_glabrata_CBS138	OG0002760	{'GO:0002183', 'GO:0003676', 'GO:0043614', 'GO:0071541', 'GO:0009277', 'GO:0035690', 'GO:0031369', 'GO:0003723', 'GO:0003743', 'GO:0071540', 'GO:0000166', 'GO:0005852', 'GO:0010494', 'GO:0016282', 'GO:0033290', 'GO:0006413'}	{'GO:0002183', 'GO:0043614', 'GO:0071541', 'GO:0009277', 'GO:0035690', 'GO:0003743', 'GO:0071540', 'GO:0000166', 'GO:0010494', 'GO:0016282', 'GO:0033290'}
Candida_glabrata	CAGL0K09988g		CAGL-IPF3194|CAGL-CDS4474.1|CAG61616.1	ORF|Uncharacterized	Ortholog(s) have role in vesicle-mediated transport and integral component of Golgi membrane localization	TVP23	977376	978746	1370	ChrK_C_glabrata_CBS138	OG0005233	{'GO:0016021', 'GO:0030173', 'GO:0016192', 'GO:0003674'}	{'GO:0030173', 'GO:0016192', 'GO:0003674'}
Candida_glabrata	CAGL0K10010g		CAGL-IPF3196|CAGL-CDS2810.1|CAG61617.1	ORF|Uncharacterized	Ortholog(s) have rRNA (adenine-N1-)-methyltransferase activity and role in rRNA methylation, ribosomal large subunit biogenesis	RRP8	978562	979961	1399	ChrK_C_glabrata_CBS138	OG0002940	{'GO:0005730', 'GO:0042273', 'GO:0030688', 'GO:0031167', 'GO:0030687', 'GO:0008168', 'GO:0030686', 'GO:0106142'}	{'GO:0005730', 'GO:0042273', 'GO:0030688', 'GO:0031167', 'GO:0030687', 'GO:0030686', 'GO:0106142'}
Candida_glabrata	CAGL0K10032g		CAGL-IPF3198|CAGL-CDS2520.1|CAG61618.1	ORF|Uncharacterized	Ortholog(s) have single-stranded telomeric DNA binding activity, role in filamentous growth, negative regulation of telomere maintenance via telomerase, telomere capping and CST complex localization	STN1	980012	981471	1459	ChrK_C_glabrata_CBS138	OG0006738	{'GO:0016233', 'GO:0043047', 'GO:0030447', 'GO:1990879', 'GO:0032211'}	{'GO:0016233', 'GO:0043047', 'GO:0030447', 'GO:1990879', 'GO:0032211'}
Candida_glabrata	CAGL0K10054g		CAGL-IPF3199|CAGL-CDS0826.1|CAG61619.1	ORF|Uncharacterized	Ortholog(s) have RNA polymerase II proximal promoter sequence-specific DNA binding activity	PDC2	981573	985384	3811	ChrK_C_glabrata_CBS138	OG0004468	{'GO:0045944', 'GO:0003676', 'GO:0090180', 'GO:0005575', 'GO:0000978', 'GO:2001172'}	{'GO:0045944', 'GO:0090180', 'GO:0005575', 'GO:0000978', 'GO:2001172'}
Candida_glabrata	CAGL0K10076g		CAGL-IPF3200|CAGL-CDS0436.1|CAG61620.1	ORF|Uncharacterized	Ortholog(s) have Rab GTPase binding, phosphatidylinositol binding activity	VPS41	983957	987470	3513	ChrK_C_glabrata_CBS138	OG0002623	{'GO:0036170', 'GO:0099022', 'GO:0017137', 'GO:0005515', 'GO:0032889', 'GO:0046907', 'GO:0009267', 'GO:0015031', 'GO:0035542', 'GO:0032258', 'GO:0034727', 'GO:0042144', 'GO:0016192', 'GO:0006886', 'GO:0016236', 'GO:0006623', 'GO:0000011', 'GO:0036180', 'GO:0006624', 'GO:0035091', 'GO:0000329'}	{'GO:0009267', 'GO:0006886', 'GO:0017137', 'GO:0036170', 'GO:0099022', 'GO:0015031', 'GO:0035542', 'GO:0016236', 'GO:0034727', 'GO:0032258', 'GO:0042144', 'GO:0000011', 'GO:0036180', 'GO:0032889', 'GO:0006624', 'GO:0035091', 'GO:0000329'}
Candida_glabrata	CAGL0K10098g		CAGL-IPF12829|CAG61621.1	ORF|Uncharacterized	Ortholog(s) have role in nucleotide-excision repair, phosphorylation of RNA polymerase II C-terminal domain, transcription by RNA polymerase II	TFB5	987541	988354	813	ChrK_C_glabrata_CBS138	OG0004327	{'GO:0005829', 'GO:0006289', 'GO:0003674', 'GO:0006366', 'GO:0070816', 'GO:0006367', 'GO:0000439', 'GO:0005675'}	{'GO:0005829', 'GO:0006289', 'GO:0003674', 'GO:0006366', 'GO:0070816', 'GO:0000439', 'GO:0005675'}
Candida_glabrata	CAGL0K10120g		CAGL-IPF3202|CAGL-CDS5361.1|CAG61622.1	ORF|Uncharacterized	Ortholog(s) have unfolded protein binding activity, role in mitochondrial respiratory chain complex IV assembly and integral component of mitochondrial inner membrane, plasma membrane localization	PET100	987617	988804	1187	ChrK_C_glabrata_CBS138	OG0003645	{'GO:0005739', 'GO:0005886', 'GO:0033617', 'GO:0031305', 'GO:0051082'}	{'GO:0005886', 'GO:0033617', 'GO:0031305', 'GO:0051082'}
Candida_glabrata	CAGL0K10142g		CAGL-IPF3203|CAGL-CDS3960.1|CAG61623.1	ORF|Uncharacterized	Ortholog(s) have role in DNA recombinase assembly, maintenance of rDNA and Shu complex, site of double-strand break localization	SHU2	988830	992904	4074	ChrK_C_glabrata_CBS138	OG0006893	{'GO:0003674', 'GO:0000730', 'GO:0035861', 'GO:0097196', 'GO:0043007'}	{'GO:0003674', 'GO:0000730', 'GO:0035861', 'GO:0097196', 'GO:0043007'}
Candida_glabrata	CAGL0K10164g		CAGL-IPF3204|CAGL-CDS4275.1|CAG61624.1	ORF|Uncharacterized	Predicted GPI-linked protein; putative adhesin-like protein	SED1	989755	990991	1236	ChrK_C_glabrata_CBS138	OG0000069	{'GO:0005739', 'GO:0005199', 'GO:0009277', 'GO:0031505', 'GO:0000002', 'GO:0005840'}	{'GO:0005739', 'GO:0005199', 'GO:0009277', 'GO:0031505', 'GO:0000002', 'GO:0005840'}
Candida_glabrata	CAGL0K10186g		CAGL-IPF3208|CAGL-CDS3267.1|CAG61625.1	ORF|Uncharacterized	Ortholog(s) have protein heterodimerization activity, role in heteroduplex formation, meiotic DNA recombinase assembly and Rhp55-Rhp57 complex localization	RAD55	992958	994231	1273	ChrK_C_glabrata_CBS138	OG0006935	{'GO:0005524', 'GO:0030491', 'GO:0006281', 'GO:0000707', 'GO:0033062', 'GO:0003677', 'GO:0046982', 'GO:0008094'}	{'GO:0046982', 'GO:0033062', 'GO:0000707', 'GO:0030491'}
Candida_glabrata	CAGL0K10208g		CAGL-IPF3210|CAGL-CDS3524.1|CAG61626.1	ORF|Uncharacterized	Ortholog(s) have protein serine/threonine phosphatase activity	PPH3	994542	995911	1369	ChrK_C_glabrata_CBS138	OG0003890	{'GO:2000002', 'GO:0005737', 'GO:0004722', 'GO:1902660', 'GO:0030289', 'GO:0016787', 'GO:0035690', 'GO:0006470', 'GO:2001034', 'GO:0034399', 'GO:0000794', 'GO:0072462', 'GO:0000724', 'GO:0042752'}	{'GO:2000002', 'GO:0005737', 'GO:0004722', 'GO:1902660', 'GO:0030289', 'GO:0035690', 'GO:0006470', 'GO:2001034', 'GO:0034399', 'GO:0000794', 'GO:0072462', 'GO:0000724', 'GO:0042752'}
Candida_glabrata	CAGL0K10230g		CAGL-IPF3211|CAGL-CDS2429.1|CAG61627.1	ORF|Uncharacterized	Ortholog(s) have RNA binding, RNA polymerase II C-terminal domain phosphoserine binding, RNA polymerase II transcription factor binding, transcription coregulator activity	LEO1	996232	997801	1569	ChrK_C_glabrata_CBS138	OG0003586	{'GO:0016593', 'GO:2001209', 'GO:0032968', 'GO:0090262', 'GO:1990269', 'GO:0001085', 'GO:0003723', 'GO:0003712', 'GO:0006368', 'GO:2001173', 'GO:0006353', 'GO:0080182', 'GO:0016570'}	{'GO:0016593', 'GO:2001209', 'GO:0032968', 'GO:0090262', 'GO:0001085', 'GO:1990269', 'GO:0003723', 'GO:0003712', 'GO:0006368', 'GO:2001173', 'GO:0006353', 'GO:0080182'}
Candida_glabrata	CAGL0K10252g		CAGL-IPF3212|CAGL-CDS0205.1|CAG61628.1	ORF|Uncharacterized	Ortholog(s) have Lys63-specific deubiquitinase activity, thiol-dependent ubiquitin-specific protease activity	UBP2	997992	1002171	4179	ChrK_C_glabrata_CBS138	OG0000992	{'GO:0061578', 'GO:0006511', 'GO:0034599', 'GO:0010992', 'GO:0005575', 'GO:0004843', 'GO:0043162', 'GO:0016579', 'GO:0010636'}	{'GO:0061578', 'GO:0034599', 'GO:0010992', 'GO:0005575', 'GO:0004843', 'GO:0043162', 'GO:0016579', 'GO:0010636'}
Candida_glabrata	CAGL0K10274g		CAGL-IPF3213|CAGL-CDS4148.1|CAG61629.1	ORF|Uncharacterized	Ortholog(s) have 2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity, role in ubiquinone biosynthetic process and mitochondrial inner membrane localization	CAT5	1002448	1003481	1033	ChrK_C_glabrata_CBS138	OG0003557	{'GO:0055114', 'GO:0004497', 'GO:0005743', 'GO:0008682', 'GO:0006744'}	{'GO:0055114', 'GO:0008682', 'GO:0006744', 'GO:0005743'}
Candida_glabrata	CAGL0K10296g		CAGL-IPF3214|CAGL-CDS4018.1|CAG61630.1	ORF|Uncharacterized	Ortholog(s) have hydrolase activity, acting on ester bonds activity	IAH1	1003532	1004341	809	ChrK_C_glabrata_CBS138	OG0003257	{'GO:0009267', 'GO:0006083', 'GO:0036170', 'GO:0035690', 'GO:0005575', 'GO:0036180', 'GO:0016788'}	{'GO:0009267', 'GO:0006083', 'GO:0036170', 'GO:0035690', 'GO:0005575', 'GO:0036180', 'GO:0016788'}
Candida_glabrata	CAGL0K10318g		CAGL-IPF3216|CAGL-CDS0575.1|CAG61631.1	ORF|Uncharacterized	Ortholog(s) have GTPase activator activity	RGA1	1004268	1007969	3701	ChrK_C_glabrata_CBS138	OG0000360	{'GO:0031106', 'GO:0000750', 'GO:0097575', 'GO:0030010', 'GO:0034613', 'GO:0005096', 'GO:0032231', 'GO:0061246', 'GO:0032177', 'GO:0060583', 'GO:0008270', 'GO:0007165', 'GO:0070650', 'GO:0060305'}	{'GO:0031106', 'GO:0000750', 'GO:0097575', 'GO:0030010', 'GO:0034613', 'GO:0005096', 'GO:0032231', 'GO:0061246', 'GO:0032177', 'GO:0060583', 'GO:0008270', 'GO:0070650', 'GO:0060305'}
Candida_glabrata	CAGL0K10340g	ADE2	CAGL-IPF3217|CAGL-CDS1659.1|CAG61632.1	ORF|Verified	Putative phosphoribosylaminoimidazole carboxylase; aminoimidazole ribonucleotide (AIR) carboxylase	ADE2	1007408	1009722	2314	ChrK_C_glabrata_CBS138	OG0002958	{'GO:0005524', 'GO:0046084', 'GO:0006189', 'GO:0009405', 'GO:0005575', 'GO:0034023', 'GO:0046872', 'GO:0006144', 'GO:0004638'}	{'GO:0005524', 'GO:0046084', 'GO:0006189', 'GO:0009405', 'GO:0005575', 'GO:0034023', 'GO:0006144', 'GO:0004638'}
Candida_glabrata	CAGL0K10362g		CAGL-IPF3218|CAGL-CDS3590.1|CAG61633.1	ORF|Uncharacterized	Ortholog(s) have L-ornithine transmembrane transporter activity, role in arginine biosynthetic process, mitochondrial L-ornithine transmembrane transport and mitochondrial envelope localization	ORT1	1009862	1011052	1190	ChrK_C_glabrata_CBS138	OG0003653	{'GO:0006526', 'GO:0055085', 'GO:1990575', 'GO:0005740', 'GO:0000064'}	{'GO:1990575', 'GO:0005740', 'GO:0006526', 'GO:0000064'}
Candida_glabrata	CAGL0K10384g		CAGL-IPF3219|CAGL-CDS0028.1|CAG61634.1	ORF|Uncharacterized	Ortholog(s) have 1-phosphatidylinositol-3-phosphate 5-kinase activity, phosphatidylinositol-3-phosphate binding activity	FAB1	1011053	1018053	7000	ChrK_C_glabrata_CBS138	OG0003675	{'GO:0009267', 'GO:0046488', 'GO:0000750', 'GO:0005524', 'GO:0016307', 'GO:0036170', 'GO:0007035', 'GO:0016887', 'GO:0032266', 'GO:0044267', 'GO:0000285', 'GO:0010008', 'GO:0000011', 'GO:0046872', 'GO:0036180', 'GO:0070772', 'GO:0046854', 'GO:0000329'}	{'GO:0009267', 'GO:0005524', 'GO:0000750', 'GO:0036170', 'GO:0007035', 'GO:0032266', 'GO:0044267', 'GO:0000285', 'GO:0010008', 'GO:0000011', 'GO:0046872', 'GO:0036180', 'GO:0070772', 'GO:0046854', 'GO:0000329'}
Candida_glabrata	CAGL0K10406g		CAGL-IPF3220|CAGL-CDS3129.1|CAG61635.1	ORF|Uncharacterized	Has domain(s) with predicted peptidase activity and role in proteolysis	YFR018C	1017660	1019311	1651	ChrK_C_glabrata_CBS138	OG0006761	{'GO:0006508', 'GO:0008235', 'GO:0008233', 'GO:0005575', 'GO:0016603'}	{'GO:0005575', 'GO:0006508', 'GO:0008233'}
Candida_glabrata	CAGL0K10428g		CAGL-IPF3221|CAGL-CDS4547.1|CAG61636.1	ORF|Uncharacterized	Ortholog(s) have enzyme inhibitor activity and role in negative regulation of glycogen catabolic process	IGD1	1019370	1020396	1026	ChrK_C_glabrata_CBS138	OG0005608	{'GO:0005575', 'GO:0045818', 'GO:0004857'}	{'GO:0005575', 'GO:0045818', 'GO:0004857'}
Candida_glabrata	CAGL0K10450r	tG(GCC)6	tRNA-Gly (GCC)	tRNA|Uncharacterized	tRNA-Gly, predicted by tRNAscan-SE; GCC anticodon		1020559	1020629	70	ChrK_C_glabrata_CBS138		{'GO:0005575', 'GO:0033462', 'GO:0002182'}	{'GO:0005575', 'GO:0033462', 'GO:0002182'}
Candida_glabrata	CAGL0K10472g		CAGL-IPF3222|CAGL-CDS0930.1|CAG61637.1	ORF|Uncharacterized	Ortholog(s) have role in regulation of translational elongation and cytosolic ribosome localization	GCN20	1020691	1023143	2452	ChrK_C_glabrata_CBS138	OG0000728	{'GO:0005524', 'GO:0006448', 'GO:0022626', 'GO:0016887', 'GO:0000166', 'GO:0017111'}	{'GO:0005524', 'GO:0006448', 'GO:0022626', 'GO:0016887', 'GO:0000166', 'GO:0017111'}
Candida_glabrata	CAGL0K10494g		CAGL-IPF3224|CAGL-CDS2098.1|CAG61638.1	ORF|Uncharacterized	Ortholog(s) have thiol-dependent ubiquitin-specific protease activity and role in mitochondria-associated ubiquitin-dependent protein catabolic process, negative regulation of proteasomal protein catabolic process, protein deubiquitination	UBP6	1023421	1025213	1792	ChrK_C_glabrata_CBS138	OG0002063	{'GO:0072671', 'GO:0043161', 'GO:0006511', 'GO:0005515', 'GO:0005575', 'GO:0004843', 'GO:1901799', 'GO:0016579'}	{'GO:0072671', 'GO:0005575', 'GO:0004843', 'GO:1901799', 'GO:0016579'}
Candida_glabrata	CAGL0K10516g		CAGL-IPF3225|CAGL-CDS4722.1|CAG61639.1	ORF|Uncharacterized	Ortholog(s) have role in cristae formation and MICOS complex, mitochondrial crista junction localization	MIC19	1025090	1026262	1172	ChrK_C_glabrata_CBS138	OG0004370	{'GO:0042407', 'GO:0044284', 'GO:0003674', 'GO:0061617'}	{'GO:0042407', 'GO:0044284', 'GO:0003674', 'GO:0061617'}
Candida_glabrata	CAGL0K10538r	tY(GUA)4	tRNA-Tyr (GTA)|tY(GTA)4	tRNA|Uncharacterized	tRNA-Tyr, predicted by tRNAscan-SE; GUA anticodon		1026436	1026523	87	ChrK_C_glabrata_CBS138		{'GO:0033410', 'GO:0002182', 'GO:0005575'}	{'GO:0033410', 'GO:0002182', 'GO:0005575'}
Candida_glabrata	CAGL0K10582g		CAGL-IPF3227|CAGL-CDS0933.1|CAG61640.1	ORF|Uncharacterized	Ortholog(s) have ATPase activity, DNA binding, nucleosome binding activity, role in sister chromatid cohesion and Isw1a complex localization	IOC3	1026987	1029902	2915	ChrK_C_glabrata_CBS138	OG0005607	{'GO:0007062', 'GO:0016887', 'GO:0003677', 'GO:0036436', 'GO:0031491'}	{'GO:0007062', 'GO:0016887', 'GO:0003677', 'GO:0036436', 'GO:0031491'}
Candida_glabrata	CAGL0K10604g		CAGL-IPF3228|CAGL-CDS2430.1|CAG61641.1	ORF|Uncharacterized	Ortholog(s) have calmodulin-dependent protein kinase activity and role in protein phosphorylation, signal transduction	CMK1	1029693	1031441	1748	ChrK_C_glabrata_CBS138	OG0000665	{'GO:0005524', 'GO:0006468', 'GO:0004683', 'GO:0005575', 'GO:0004713', 'GO:0007165', 'GO:0004672'}	{'GO:0005524', 'GO:0006468', 'GO:0004683', 'GO:0005575', 'GO:0004713', 'GO:0007165'}
Candida_glabrata	CAGL0K10626g		CAGL-IPF3229|CAGL-CDS1101.1|CAG61642.1	ORF|Uncharacterized	Ortholog(s) have glycogen (starch) synthase activity and role in glycogen biosynthetic process	GSY1	1032434	1034881	2447	ChrK_C_glabrata_CBS138	OG0000623	{'GO:0005575', 'GO:0005978', 'GO:0004373'}	{'GO:0005575', 'GO:0005978', 'GO:0004373'}
Candida_glabrata	CAGL0K10648g		CAGL-IPF3232|CAGL-CDS0430.1|CAG61643.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YFR016C, C. albicans SC5314 : C6_00910C_A, C. dubliniensis CD36 : Cd36_60930, C. parapsilosis CDC317 : CPAR2_603000 and Candida tenuis NRRL Y-1498 : cten_CGOB_00214	YFR016C	1035739	1039535	3796	ChrK_C_glabrata_CBS138	OG0003121	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0K10670r	tG(GCC)7	tRNA-Gly (GCC)	tRNA|Uncharacterized	tRNA-Gly, predicted by tRNAscan-SE; GCC anticodon		1039465	1039535	70	ChrK_C_glabrata_CBS138		{'GO:0005575', 'GO:0033462', 'GO:0002182'}	{'GO:0005575', 'GO:0033462', 'GO:0002182'}
Candida_glabrata	CAGL0K10692g		CAGL-IPF3234|CAGL-CDS2044.1|CAG61644.1	ORF|Uncharacterized	Ortholog(s) have phosphatidylinositol-3,5-bisphosphate binding, phosphatidylinositol-3-phosphate binding, phosphatidylinositol-4-phosphate binding, ubiquitin binding activity	ATG18	1039981	1041945	1964	ChrK_C_glabrata_CBS138	OG0003527	{'GO:0043130', 'GO:0005829', 'GO:0005768', 'GO:0000407', 'GO:0061908', 'GO:0044805', 'GO:0030242', 'GO:0005515', 'GO:0016236', 'GO:0070273', 'GO:0032266', 'GO:0032258', 'GO:0034727', 'GO:0045324', 'GO:0070772', 'GO:0006624', 'GO:0044090', 'GO:0080025', 'GO:0000329'}	{'GO:0043130', 'GO:0005829', 'GO:0005768', 'GO:0000407', 'GO:0061908', 'GO:0044805', 'GO:0030242', 'GO:0016236', 'GO:0070273', 'GO:0032266', 'GO:0032258', 'GO:0034727', 'GO:0045324', 'GO:0070772', 'GO:0006624', 'GO:0044090', 'GO:0080025', 'GO:0000329'}
Candida_glabrata	CAGL0K10714g		CAGL-IPF3238|CAGL-CDS1075.1|CAG61645.1	ORF|Uncharacterized	Ortholog(s) have ubiquitin protein ligase binding activity and role in adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion, positive regulation of receptor internalization	ROG3	1042731	1045003	2272	ChrK_C_glabrata_CBS138	OG0000749	{'GO:0005575', 'GO:0000754', 'GO:0031625', 'GO:0002092'}	{'GO:0005575', 'GO:0000754', 'GO:0031625', 'GO:0002092'}
Candida_glabrata	CAGL0K10736g	CYB2	CAGL-IPF3239|CAGL-CDS1538.1|CAG61646.1	ORF|Verified	Ortholog(s) have L-lactate dehydrogenase (cytochrome) activity and glyoxysome, mitochondrial intermembrane space localization	CYB2	1046091	1047963	1872	ChrK_C_glabrata_CBS138	OG0000194	{'GO:0005758', 'GO:0003824', 'GO:0004460', 'GO:0052002', 'GO:0009514', 'GO:0020037', 'GO:0006089', 'GO:0044410', 'GO:0016491'}	{'GO:0005758', 'GO:0004460', 'GO:0052002', 'GO:0009514', 'GO:0020037', 'GO:0006089', 'GO:0044410'}
Candida_glabrata	CAGL0K10758g		CAGL-IPF3240|CAGL-CDS4330.1|CAG61647.2	ORF|Uncharacterized	Ortholog(s) have peptidase activity, role in protein targeting to ER, signal peptide processing and plasma membrane, signal peptidase complex localization	SPC2	1048208	1048711	503	ChrK_C_glabrata_CBS138	OG0002132	{'GO:0006465', 'GO:0016021', 'GO:0008233', 'GO:0045047', 'GO:0005886', 'GO:0005787'}	{'GO:0006465', 'GO:0016021', 'GO:0008233', 'GO:0045047', 'GO:0005886', 'GO:0005787'}
Candida_glabrata	CAGL0K10780g		CAGL-IPF3242|CAGL-CDS4660.1|CAG61648.1	ORF|Uncharacterized	Ortholog(s) have IMP dehydrogenase activity	IMD4	1048733	1052204	3471	ChrK_C_glabrata_CBS138	OG0001628	{'GO:0055114', 'GO:0009267', 'GO:0005737', 'GO:0003824', 'GO:0006164', 'GO:0036170', 'GO:0035690', 'GO:0044416', 'GO:0036180', 'GO:0003938', 'GO:0016491'}	{'GO:0055114', 'GO:0009267', 'GO:0005737', 'GO:0036170', 'GO:0006164', 'GO:0035690', 'GO:0044416', 'GO:0036180', 'GO:0003938'}
Candida_glabrata	CAGL0K10802r		Novel_noncoding_13	ncRNA|Uncharacterized			1050569	1050659	90	ChrK_C_glabrata_CBS138		{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
